ID,Label,Conditions,Formula
30854,Uncomplicated Malaria,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7838 = 6218 AND (7837 = 6213 AND (8099 = 6827) OR ((7823 = 6181) OR (7807 = 6147)))) OR (7837 = 6215 AND (8099 = 6827) OR ((7823 = 6181) OR (7807 = 6147)))),
30856,Simple febrile convulsion,(8341 = 6912 AND AGE > 365 AND AGE < 2191) AND ((7838 = 6217 AND (7837 = 6213 AND (8391 = 6993 AND (((11937 = 10390 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661)))) OR (11937 = 10389 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661))))) OR (((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7378 = 5397) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7734 = 6015 AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7832 = 6201 AND (8355 = 6926 AND (8356 = 6927))) OR (7832 = 6200 AND (8355 = 6926 AND (8356 = 6927))) OR (8356 = 6928) OR (7835 = 6208 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) AND (7835 = 6209 AND (7819 = 6173 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199))))) OR (7819 = 6172 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199)))))))))) OR (7837 = 6214 AND (8391 = 6993 AND (((11937 = 10390 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661)))) OR (11937 = 10389 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661))))) OR (((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7378 = 5397) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7734 = 6015 AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7832 = 6201 AND (8355 = 6926 AND (8356 = 6927))) OR (7832 = 6200 AND (8355 = 6926 AND (8356 = 6927))) OR (8356 = 6928) OR (7835 = 6208 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) AND (7835 = 6209 AND (7819 = 6173 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199))))) OR (7819 = 6172 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199))))))))) OR (7838 = 6216 AND (7837 = 6213 AND (8391 = 6993 AND (((11937 = 10390 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661)))) OR (11937 = 10389 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661))))) OR (((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7378 = 5397) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7734 = 6015 AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7832 = 6201 AND (8355 = 6926 AND (8356 = 6927))) OR (7832 = 6200 AND (8355 = 6926 AND (8356 = 6927))) OR (8356 = 6928) OR (7835 = 6208 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) AND (7835 = 6209 AND (7819 = 6173 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199))))) OR (7819 = 6172 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199))))))))))),
30859,Preseptal cellulitis,(7803 = 6140 AND AGE > 60 AND AGE < 5479) AND (((7823 = 6181) OR (7807 = 6147) AND (10448 = 8666)) OR (7809 = 6152 AND (10448 = 8666))),
30860,Orbital cellulitis,(7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((7809 = 6151 AND (10448 = 8666)) OR ((7823 = 6181) OR (7807 = 6147) AND (10448 = 8666))),
30861,HIV Exposed,(8352 = 6924 AND AGE > 1 AND AGE < 7) AND ((7980 = 6562 AND (7600 = 5763) OR (7600 = 5764) OR (7600 = 5765))),
30862,CNS Danger signs,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND (((7734 = 6015 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7832 = 6201 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7838 = 6218 AND ((7823 = 6181) OR (7807 = 6147))) OR (7837 = 6215 AND (7838 = 6216 AND ((7823 = 6181) OR (7807 = 6147)))) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (8356 = 6928) OR (7835 = 6208 AND (8355 = 6926 AND (8356 = 6927))) OR (7378 = 5397) OR (7832 = 6200 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))))),
30863,Very severe febrile disease,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8391 = 6994 AND (7537 = 5634 AND ((7823 = 6181) OR (7807 = 6147)))) OR (((11937 = 10390 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661)))) OR (11937 = 10389 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661))))) OR ((7734 = 6015 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7832 = 6201 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7838 = 6218 AND ((7823 = 6181) OR (7807 = 6147))) OR (7837 = 6215 AND (7838 = 6216 AND ((7823 = 6181) OR (7807 = 6147)))) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (8356 = 6928) OR (7835 = 6208 AND (8355 = 6926 AND (8356 = 6927))) OR (7378 = 5397) OR (7832 = 6200 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) AND ((7823 = 6181) OR (7807 = 6147)))),
30864,Corneal abrasion,(7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((7816 = 6165 AND (7826 = 6188)) OR (7815 = 6163 AND (7826 = 6188))),
30865,Severe eye disease,(7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((8106 = 6843) OR (8044 = 6697) OR (8086 = 6792) OR (7732 = 6011 AND (7826 = 6188)) OR (8375 = 6956 AND (7809 = 6151)) OR (8041 = 6691)),
30866,Tooth pain,(8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((8389 = 6989 AND (7844 = 6240 AND (7639 = 5825 AND (7671 = 5892))))),
30867,Dental abscess,(8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((8389 = 6990 AND (7844 = 6240 AND (7639 = 5825 AND (7671 = 5892))))),
30868,Mastoiditis,(8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((7849 = 6250 AND (7845 = 6242 AND (8380 = 6966 AND (7671 = 5892))) OR (8376 = 6958 AND (8380 = 6966 AND (7671 = 5892))))),
30869,Complicated acute ear infection,(8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((7788 = 6111 AND (8376 = 6958 AND (8380 = 6966 AND (7671 = 5892)))) OR (8386 = 6983 AND (7845 = 6242 AND (8380 = 6966 AND (7671 = 5892)))) OR ((7558 = 5672 AND (7368 = 5379)) OR ((10082 = 8506 AND ((7823 = 6181) OR (7807 = 6147)) OR (8434 = 7045) OR (8434 = 7044) OR (7833 = 6204) OR (7720 = 5993) OR (7833 = 6203) OR (7792 = 6119) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379))) OR ((7558 = 5672 AND (7368 = 5379))))) OR ((10082 = 8506 AND (7792 = 6119) OR (7720 = 5993))) OR (7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) OR (7836 = 6212 AND (7368 = 5379)) OR ((8434 = 7045)) OR ((7451 = 5519 AND (7569 = 5684 AND (7354 = 5347) OR (7354 = 5348) OR (7354 = 5349) OR (7354 = 5346))) OR (7839 = 6221 AND (7354 = 5345)) OR (7833 = 6204 AND (7354 = 5346) OR (7354 = 5347) OR (7354 = 5348) OR (7354 = 5349)) OR (8434 = 7045 AND (7354 = 5351))) OR (7549 = 5659 AND (7368 = 5379)) AND (7845 = 6242 AND (8380 = 6966 AND (7671 = 5892)))) OR (7846 = 6244 AND (7843 = 6238 AND (7845 = 6242 AND (8380 = 6966 AND (7671 = 5892)))))),
30873,Oral candidiasis,(8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((7859 = 6273 AND (30781 = 32770 AND (7639 = 5825) OR (7887 = 6336 AND (11531 = 10059))))),
30870,Uncomplicated acute ear infection,(8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((7845 = 6242 AND (8380 = 6966 AND (7671 = 5892)))),
30871,Chronic ear infection,(8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((7788 = 6110 AND (8376 = 6958 AND (8380 = 6966 AND (7671 = 5892))))),
30872,Foreign body in ear,(8342 = 6913 AND AGE > 60 AND AGE < 1826) AND ((7742 = 6032 AND (7847 = 6246 AND (8380 = 6966 AND (7670 = 5889))))),
40185,Improved omphalitis,"",
30874,Bacterial acute pharyngitis,(8342 = 6913 AND AGE > 1095 AND AGE < 5479) AND (((7953 = 6481) OR (7817 = 6167) OR (7855 = 6265) OR (7855 = 6264) OR (7953 = 6482) OR (7817 = 6168) AND (7952 = 6480 AND (7855 = 6264 AND (7784 = 6101 AND (7947 = 6470))) OR (7855 = 6265 AND (7784 = 6101 AND (7947 = 6470)))))),
30875,Viral acute pharyngitis,(8342 = 6913 AND AGE > 1095 AND AGE < 5479) AND ((7952 = 6479 AND (7855 = 6264 AND (7784 = 6101 AND (7947 = 6470))) OR (7855 = 6265 AND (7784 = 6101 AND (7947 = 6470)))) OR ((7953 = 6481) OR (7817 = 6167) OR (7855 = 6265) OR (7855 = 6264) OR (7953 = 6482) OR (7817 = 6168) AND (7952 = 6480 AND (7855 = 6264 AND (7784 = 6101 AND (7947 = 6470))) OR (7855 = 6265 AND (7784 = 6101 AND (7947 = 6470)))))),
